PROJETO-ID,PROJETO
419,1614 - CT - UFC/FCPC-IMPLANTACAO DE SOFTWARE
420,1615 - CARTA/FCPC/PETCON/ERNESTO
421,1616 - CT - UFC/FCPC/AUTO-AVALIACAO INSTITUCIONAL
422,1617 - CV - SAMSUNG/FCPC-PT 03 -DOC VIEWER
423,1619 - TERMO COOP.PETROBRAS/FCPC/MONITORAMENTO AMBIENTAL
424,1620 - CARTA SAMSUNG/RENDIMENTOS/PT 02
425,1621 - CARTA/SAMSUNG/RENDIMENTOS/PT 03
426,1623 - CT - SMS/FCPC/CONCURSO AGENTE COMUNITARIO
427,1624 - CT - SMS/CONCURSO AGENTE SANITARISTA
428,1628 - CV - SMS/FCPC/CENTRO ATENDIMENTO PSICOSSOCIAL
429,1629 - CV - PETROBRAS/FCPC/SEMACE/ZEE
430,1630 - CV - PADETEC/FCPC/ADITIVOS VERDES
431,1631 - CT -  UFC/FCPC - ADMINISTRACAO A DISTANCIA
432,1632 - CT - UFC/FCPC/CURSO ETI/2006
433,1634 - CV - UNITRABALHO/FCPC/PD 100-012-PNQ/2006
434,1635 - CV - FNS/FCPC SAUDE PERINATAL
435,1641 - CV - BNB/FCPC/CURSO DE MESTRADO
436,1642 - CARTA/FCPC/UNITRABALHO
437,1643 - CT - UFC/FCPC/INCRA/PROG.NAC.EDU.NO CAMPO
438,1644 - CT - FCPC/IPREDE/PRESTACAO DE SERVICOS
439,1645 - CV - FCPC/HABITAFOR-F.HABIT.DE FORTALEZA
440,1646 - CV - FUNCET/TOMBAMENTO MUNICIPAL
441,1647 - CT - UFC/FCPC/VESTIBULAR 2007
442,1648 - TERMO COOP.PETROBRAS/FCPC/ANAL.DE DADOS
443,1649 - CV -  BB/FCPC/UFC - ADMINISTRACAO A DISTANCIA
444,1649 - CV - BB/FCPC/UFC - ADMINISTRACAO A DISTANCIA
445,1650 - CV - BNB/PROD.DE JUVENIS DE CAMURIM
446,1651 - CV - BNB/FCPC/PROD.DE JUVENIS PEIXES
447,1652 - CV - UNITRABALHO/FCPC/MEU NEG.E TURISMOS
448,1653 - CT - UFC/FCPC/EXAME PATERNIDADE PATERNIDADE
449,1654 - CV - FINEP/FADE/FCPC/SOLDAGEM
450,1655 - CT - UFC/FCPC/PROG. POS-GRADUACAO EM EDUCACAO BRASILEIRA
451,1656 - CV - FINEP/FCPC/HUWC/CENTRO PESQ.CLINICAS
452,1657 - CT - SEAGRI/FCPC-PROGRAMA LEITE E SAUDE
453,1658 - CV - BNB/FCPC/REVISTA DE C.SOCIAIS DA UFC
454,1660 - CV - SECITECE/FCPC/ESCOLA LUDICA - 09/2006
455,1661 - CV -  13/2006 - SECITECE/FCPC/DOUTORADO EM ARQUITETURA
456,1661 - CV - 13/2006 - SECITECE/FCPC/DOUTORADO EM ARQUITETURA
457,1662 - CT -  UFC/FCPC/CURSO DE ESP. EM ENSINO DE HEMATOLOGIA HEMOTERAPIA
458,1663 - CV - ERICSSON/FCPC-T.A 01 E 02 - UFC
459,1664 - CT - SDE/FCPC-DESEMPREGO SUBEMPREGO
460,1665 - CV - PADETEC/FCPC-MONITORAMENTO DE AREAS
461,1666 - CV.SEDAS/FCPC/EDUCACAO INFANTIL
462,1667 - CT - CAGECE/FCPC-SDOES-48/2006
463,1668 - CV - PETROBRAS/FCPC/GEOFAMB/ CONTRAPARTIDA
464,1668 - CV. PETROBRAS/FCPC/GEOFAMB/ CONTRAPARTIDA
465,1669 - CARTA/FCPC/III CONGRESSO INTER.AVALIACAO
466,1670 - CV - DIGITRO/FCPC - PT 04
467,1671 - CT - EMPRESAS/FCPC/CURSO DE MEST.AVALIACAO P.PUBLICAS
468,1674 - CARTA/FCPC/CURSO DE ESTOMATOLOGIA
469,1675 - CT - UFC/FCPC/RECITAIS DO ICA DA UFC
470,1676 - CT - UFC/FCPC/ORQUESTRA DE CAMERA SESI/ICA
471,1678 - CV FINEP MACICO DE BATURITE
472,1679 - CT - UFC/FCPC/CASAS DE CULTURA 2006.2
473,1681 - CT - UFC/FCPC/VESTIBULAR 2006.2 C.E SOBRAL
474,1682 - CARTA FCPC/CAGECE-PORTUARIO DO PECEM
475,1683 - CV - SEGRI/FCPC/CEPOP PROG.LEITE
476,1684 - CT -  FINOBRASA/PRESTACAO DE SERVICOS
477,1685 - CT - UFC/FCPC/CONCURSO ADMINSITRATIVO
478,1686 - CT -  FATEC/FCPC/FARMACOPEIA
479,1687 - CARTA ACORDO/OMS/FCPC/PRO-SAUDE MEDICINA
480,1688 - CV - SEAGRI/FCPC/217/SDLR/2006
481,1689 - CARTA/FCPC/UFC VIRTUAL
482,1691 - CV - FUNCET/FCPC/PATRIMONIO HISTORICO
483,1692 - CT - EMBRAPA/FCPC/MENINA/PREST.SERVICOS
484,1693 - CT - UNITRABALHO/FCPC/PREST.SERVICOS
485,1694 - CARTA/FCPC/III JORNADA DE ECON.DA SAUDE
486,1695 - CT - BNB/FCPC/III JORNADA E.DA SAUDE
487,1696 - CV - SEAP/FCPC - DIG. DOS CONFLITOS
488,1697 - CV - FUNCAP - FCPC-20/2006
489,1698 - CT - UFC/FCPC/TESTE DE NIVEL-2006.1.2
490,1699 - CV - FUNCAP/FCPC-19/2006
491,1700 - CT -  SESA/FCPC/UFC - CONSULTORIA
492,1713 - CARTA ERICSSON/TAXA 1345/01
493,1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL
494,1720 - CARTA/FCPC/TAXA LESC
495,1735 - CARTA - FCPC/CEDEFAR/FFOE/UFC
496,1738 - CV - BNB/FCPC/AVALIACAO DOS HIBRIDOS EXPERIMENTAIS DE MELAO
497,1789 - CV - FUNCAP/FCPC- 04/2007 - PRONEX
498,1790 - CV - FUNCET/UFC/FCPC-PROGRAMA DE FORMACAO EM AUDIVISUAL
499,1805 - CV - FINEP/FCPC-SIMULACAO NUMERICA E AVAL. QUALITATIVA DE COMBUSTAO - O
500,1814 - CT - PMF/FCPC - ETUFOR 014/2007
501,1815 - CT - UFC/FCPC IMPLANTACAO DO CAMPUS DA UFC DE SOBRAL.
502,1822 - CT - SEINF/FCPC - QUALIFOR
503,1828 - CARTA FCPC/RESSARCIMENTO - ROSSANA
504,1849 - CARTA FCPC/TAXA LABOMAR
505,1858 - CV - PETROBRAS/CONTRAPARTIDA- FCPC-AVALIAÇÃO QUALITATIVA DE COMBUSTÃO
506,1859 - CV - BNB/EMBRAPA/FCPC - AVALIACAO DE CLONES DE UVAS APIRENICAS
507,1876 - CV - BNB/EMBRAPA/FCPC - AGRONEGOCIO DO CAJA
508,1878 - CV - BNB/EMBRAPA/FCPC - DECORTICADOR DE CASTANHA DE CAJU
509,1887 - CV - PMF/SMS/UFC/FCPC - ODONTO SUS
510,1896 - CT - UFC/FCPC-CURSO DE MESTRADO PROFISS.EM ECON.SETOR PUBLICO
511,1897 -  CT. FCPC/ADUFC - RADIO DEBATE
512,1897 - CT - FCPC/ADUFC - RADIO DEBATE
513,1898 - CV - BNB/FCPC-VALIDACAO DE UM SISTEMA AGROSSILVIPASTORIL
514,1903 - CARTA FCPC/UFC - PRO- REITORIA DE EXTENSAO
515,1910 - CT - UFC/FCPC - GRADUACAO DA UAB
516,1915 - CV - BNB/FCPC/UFC - CURSO DE DOUTORADO INSTIT. EM ARQUITETURA E URB.
517,1922 - CT - PREF. MARACANAU/ PROJETO FEDERAL DE INCLUSAO PRODUTIVA
518,1926 - CT - PMF/FCPC- HABITAFOR - CURSOS DE CAPACITACAO
519,1928 - CT - SIND. BANCARIOS/FCPC - RADIO BANCARIOS
520,1940 - CT - UFC/FCPC - FISICA UAB/UFC
521,1947 - CV - FUNCAP/FCPC -21/2007 - DCR
522,1949 - CV - FUNCAP 22/2007 - DCR
523,1952 - CV - FINEP/CENTEC/FCPC - BENEFICIAMENTO DE GRAOS OLEAGINOSOS
524,1962 - CT - UFC/FCPC - CURSO DE MESTRADO ECONOMIA 2008.1/PIAUI
525,1965 - CT - UFC/FCPC - 2ª OFERTA CICLO BASICO MIDIAS EDUCACAO
526,1966 - TERMO COOPERACAO UNODOC/FCPC - CRIANCAS TRANSMISSAO DE HIV
527,1969 - CV - UNIVERSIDADE DE AACHEN/UFC - AQUASOL SOLAR
528,1971 - CT - UFC/FCPC-SELECAO GRADUACAO TRANSFERIDO
529,1974 - CV - FINEP/FADE/FCPC - TECNICAS REVESTIMENTO METALICO
530,1977 - TERMO DE COOP.PETROBRAS/FCPC-COMPARTILHAMENTO DE DADOS E INFORMACOES
531,1983 - CT - UFC/FCPC/UFPI/UFMA - SISTEMA UNIVERSIDADE ABERTA DO BRASIL
532,1986 - CT - UFC/FCPC - MESTRADO PROFISSIONAL ECONOMIA EMPRESA 2008/1
533,1990 - CV - FEC/SECULT - AUDIOVISUAL II
534,1992 - CT - UFC/FCPC PROJETO BASICO DA FASE II DO UCA
535,1994 - CT - UFC/FCPC REGISTROS DE DIPLOMAS
536,2001 - CT - UFC/FCPC - ESTRUTURACAO DO NUCLEO UAB NA UFC
537,2010 - CT - UFC/FCPC - CURSO DE ESPECIALIZACAO EM ENSINO DE FISICA
538,2011 - CT - UFC/FCPC - CURSO DE ESP. EM AUDIOVISUAL EM MEIOS ELETRONICOS
539,2013 - T UFC/SEAP/FCPC - PRODUÇÃO DE PEIXES MARINHO NO CEARA
540,2015 - CT - CPRM/UFC/FCPC - PLATAFORMA CONTINENTAL OESTE - CEARA
541,2019 - CT - UFC/FCPC - CURSO DE MESTR PROFISSIONAL EM POLITICAS PUBLICAS 2008
542,2021 - CARTA FCPC/COORDENADORIA DE ATIVIDADES DESPORTIVAS E LAZER
543,2028 - CV - BNB/EMBRAPA/FCPC - PRODUCAO DE NONI
544,2030 - CV - BNB/FCPC/EMBRABA - CNPAT - PROJETO PILOTO DE PRODUCAO INTEGRADA
545,2034 - CT - EMPRESAS/UFC/FCPC - MESTRADO AVALIACAO POLITICAS PUBLICAS
546,2037 - CV - CAGECE/UFC/FCPC-SISTEMA DE DESCARGA DE EFLUENTES DO COMPL. DO PECEM
547,2051 - CV - FNS/FCPC - IMPLEMENTACAO DE ACOES DE ATENCAO A SAUDE DA CRIANCA
548,2053 - CV - SECRETARIA ESPORTE/FCPC - VILAS OLIMPICAS CONJ.CEARA/GENIBAU
549,2054 - CV - SECRETARIA ESPORTE/FCPC - VILAS OLIMPICAS MESSEJANA/CASTELAO
550,2056 - CARTA-ACORDO OPAS/UFC/FCPC - REGESUS
551,2060 - CT - FCPC/CPRM-LEVANTAMENTO BATIMETRICO/FACIOLOGICO DA PLAT. CONT. PB
552,2063 - CV - MINISTERIO DA SAUDE/FCPC - TERAPIA COMUNITARIA
553,2065 - CV - BNB/EMBRAPA/FCPC-PRAGAS E DOENCAS DO MELOEIRO
554,2066 - CV - FUNCEME/FCPC - DIAGNOSTICO DA QUALIDADE AMBIENTAL
555,2071 - CV - BNB/UFC/FCPC - 3 TURMA MESTRADO POLITICAS PUBLICAS
556,2091 - CT - UFC/FCPC - CURSO DE ESPECIALIZACAO - RESIDENCIA EM FISIOTERAPIA
557,2094 - CARTA UFC/FCPC - CURSOS DE EXTENSÃO DO HUWC
558,2095 - CARTA UFC/FCPC - CONGRESSO INTERN. EM AVAL. EDUCACIONAL
559,2099 - CT - UFC/FCPC - CURSO DE ESP. EM TECNOLOGIAS DA INFORMACAO
560,2100 - CT - UFC/FCPC-CURSO DE ESP. PSICOMOTRICIDADE CLINICA
561,2102 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC
562,2103 - CV - BANCO DO BRASIL/FCPC/APOIO AS ATIVIDADES DA FCPC
563,2105 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2009
564,2106 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2010
565,2107 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2011
566,2108 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC 2012
567,2109 - CV - BNB/FCPC - LABORATORIO DE ESTUDOS DE POLITICAS PUBLICAS(LEPP)
568,2111 - CT - PETROBRAS/FCPC-MONITORAMENTO IPIRANGA
569,2112 - CV - IJF/UFC/FCPC-MANUTENCAO DA AREA DE POS-GRADUACAO EM TRAUMA
570,2114 - CV - BNB/FCPC - CAIO PRADO JUNIOR
571,2118 - CT - FCPC/CDSA-SENSOR OPTICO PARA MEDIDAS DE ALTAS TENSOES E CORRENTES
572,2119 - CV - ERICSSON/UFC/FCPC - TERMO ADITIVO 07/2008
573,2121 - CV - ERICSSON/UFC/FCPC - TERMO ADITIVO 08/2008
574,"2126 - CT - BRISTOL/FCPC/UFC - PESQUISAS, TESTES E ENSAIOS NA AREA DE ANTI-INF"
575,2127 - CT - UFC/FCPC-CURSO DE ESPECIALIZACAO EM PROTESE DENTARIA
576,2133 - CT - CPRM/FCPC-MAPEAMENTO GEOLOGICO E LEVANTAMENTO
577,"2137 - CV - FINEP/FADE/UFC/FCPC-BIODIESEL, PETROLEO E ENERGIA"
578,2142 - CV - FUNCAP/FCPC - 02/2008 - EVENTOS
579,2143 - CV - BNB/FUNDECI/EMBRAPA/FCPC - CORDEIRO DO CARIRI
580,2144 - CT - UFC/FCPC - FORTALECIMENTO DA EDUCACAO EM DIREITOS HUMANOS
581,2147 - CV - FUNCAP/FCPC-06/2008
582,2151 - CV - FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA
583,2153 - CV - FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP
584,2155 - CV - FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX
585,2156 - CV - FUNCAP/FCPC - 10/2008 - TECNOLOGIA DA INFORMACAO
586,2166 - CT - UFC/FCPC-MIDIAS NA EDUCACAO - OFERTA DOS CICLOS BASICO
587,"2167 - CV - BNB/FCPC/EMBRAPA CNPAT- ""AVALIAÇÃO PROGENIES"""
588,2169 - CV - FINEP/FCPC-GESTAO DAS AGUAS SEMI-ARIDO
589,2171 - CV - SECULT/FCPC - COLECAO NOSSA CULTURA
590,2172 - CV - PARKS/UFC/FCPC - COMUNICAÇÃO DIGITAL
591,2174 - CT - UFC/FCPC - RESIDENCIA EM FARMACIA HOSPITALAR 2009
592,2175 - CT - UFC/FCPC-MIDIAS NA EDUCACAO - CICLO AVANCADO
593,2179 - CT - CEARAPORTOS/FCPC-PROGRAMA DE MON. DA BIOTA BENTONICA
594,2180 - CT - UFC/FCPC -PROJETO DESCENTRALIZACAO REDE NAC.DE FORM. CONTINUADA
595,2185 - CT - UFC/FCPC - CURSO DE GRADUACAO UAB 3º E 4º SEMESTRE
596,2186 - CT - UFC/FCPC-CURSO DE GRADUACAO ADMINISTRACAO - 4º E 5º SEMESTRE
597,2188 - CV -  ERICSSSON/UFC/FCPC - TERMO ADITIVO 09/2009
598,2188 - CV - ERICSSSON/UFC/FCPC - TERMO ADITIVO 09/2009
599,2189 - CV -  SICONV/SEAP/UFC/FCPC - CEBIAQUA
600,2189 - CV - SICONV/SEAP/UFC/FCPC - CEBIAQUA
601,2190 - CV -  FOXCONN - PLANO DE TRABALHO 02
602,2191 - CT -  UNIVERS.DE COLUMBIA/FCPC -GEREN. DO RISCO CLIMAT. P/ SUSTENT.HIDRI
603,2191 - CT - UNIVERS.DE COLUMBIA/FCPC -GEREN. DO RISCO CLIMAT. P/ SUSTENT.HIDRI
604,2192 - CV -  FLEXTRONICS/T.ADITIVO Nº 01-TREINAMENTO E DESENV. NA PLATAFORMA
605,2193 - TERMO DE COMPROMISSO SECULT/FCPC - BIBLIOTECA DIGITAL
606,2195 - CV -  FINEP/FCPC - CENTRO DE ALERTA DE FENOMENOS EXTREMOS
607,2195 - CV - FINEP/FCPC - CENTRO DE ALERTA DE FENOMENOS EXTREMOS
608,2196 - CV - SICONV/SEAP/FCPC/UFC-PLDM
609,2196 - CV.SICONV/SEAP/FCPC/UFC-PLDM
610,2197 - CV -  LG PLANO DE TRABALHO 05
611,2197 - CV - LG PLANO DE TRABALHO 05
612,2198 - CT -  MANTECORP/FCPC/UFC - ESTUDO MULTICENTRICO
613,2198 - CT - MANTECORP/FCPC/UFC - ESTUDO MULTICENTRICO
614,2199 - CV -  BNB/UFC/FCPC - I ENCONTRO NACIONAL DE DIREITO NO CARIRI
615,2200 - CV -  PETROBRAS/FADE/FCPC - REVEST. METALICO/CONTRAPARTIDA
616,2200 - CV - PETROBRAS/FADE/FCPC - REVEST. METALICO/CONTRAPARTIDA
617,2201 - CT - CEFET/FCPC - DEMANDA DE EDUCACAO PROFISSIONAL/TECNOLOGICA
618,2202 - CV -  FNS/FCPC-ESTUDO SOBRE SAUDE PERINATAL EM 4 CAPITAIS NORDESTINA
619,2202 - CV - FNS/FCPC-ESTUDO SOBRE SAUDE PERINATAL EM 4 CAPITAIS NORDESTINA
620,2203 - CARTA - UFC/FCPC VIII ENCONTRO CEARENSE DE HISTORIADORES
621,2204 - CT - TJ/FCPC - PROGRAMA DE CAPACITACAO DE FUNCIONARIOS DO TJ
622,2206
623,2206 - CT-FCPC/UFC - FORMAÇÃO DE AUXILIAR DE BIBLIOTECA A DISTANCIA
624,2207 - CARTA FCPC - 8TH - INTERNATIONAL CONFERENCE ON INDEPENDENTE
625,2208 - CT-FCPC/UFC - EDUCACAO NA SAUDE-UNASUS
626,2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL
627,2209 - CT - UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL
628,2210 - CT-FCPC/UFC - RENORBIO
629,2211 - CT-FCPC/UFC - PROJETO PILOTO NACIONAL DE TELESAUDE
630,2212 - CT -  UFC/FCPC -ACOES REFERENTES AO 1º E 2º SEMESTRES
631,2212 - CT - UFC/FCPC -ACOES REFERENTES AO 1º E 2º SEMESTRES
632,2213 - CT -  UFC/FCPC - PROJETO PROJOVEM CAMPO
633,2213 - CT - UFC/FCPC - PROJETO PROJOVEM CAMPO
634,2214
635,2215
636,2216 - CT - FCPC/UFC - PROJETO DE DESCENTRALIZAÇÃO PAR
637,2218 - CT FCPC/UFC - LICENCIATURA EM LIBRAS A DISTANCIA
638,2219 - CT -  D.D.GASPAR-ME/FCPC/NUTEC/EMBRAPA MELHORIA EXT.AGUA DE COCO
639,2221 - CT -  FAIMER/FCPC-PROGRAMA EDUCACIONAL FAIMER 2008.2
640,2222 - CT - FAIMER/FCPC - PROGRAMA EDUCACIONAL FAIMER 2009
641,2224 - CT -  UFC/FCPC - CURSO DE MESTRADO EM AVALIACAO DE POLITICAS PUBLICAS -
642,2224 - CT - UFC/FCPC - CURSO DE MESTRADO EM AVALIACAO DE POLITICAS PUBLICAS -
643,2225 - CV -  SAMSUNG/UFC/FCPC - PLANO DE TRABALHO 09
644,2226 - CV -  DE COOPERACAO FAUF/FCPC - PROJETO LER PARA CRER
645,2228 - CV -  PMF/FCPC - HABITAFOR
646,2228 - CV - PMF/FCPC - HABITAFOR
647,2229 - CV -  DIGITRO/FCPC/UFC/DESENVOLVIMENTO SOFTWARE ATUM EXTENTED
648,2229 - CV - DIGITRO/FCPC/UFC/DESENVOLVIMENTO SOFTWARE ATUM EXTENTED
649,2230 - CV - UFC/FCPC/BENCHMARK PT 05 - ACOMPANHAMENTO DO PROCESSO FABRIL
650,2232 - CV -  TELEMATICA/FCPC - TELEMATICA SISTEMAS INTELIGENTES LTDA. PT 04
651,2233 - CV -  CEFET/FCPC - CURSOS DE LIC. MATEMATICA E TEC. EM HOSPEDAGEM
652,2233 - CV - CEFET/FCPC - CURSOS DE LIC. MATEMATICA E TEC. EM HOSPEDAGEM
653,2234 - CV -  FADE/FCPC/UFC - CONTRAPARTIDA PETROBRAS
654,2234 - CV - FADE/FCPC/UFC - CONTRAPARTIDA PETROBRAS
655,2235 - CV -  CAGECE/UFC/FCPC/MONITORAMENTO SDOES
656,2235 - CV - CAGECE/UFC/FCPC/MONITORAMENTO SDOES
657,2238
658,2240 - CV -  BNB/FCPC - TRAJETORIAS E OLHARES SOBRE VIOLENCIAS E CONFLITOS SOCI
659,2241 - CV -  MS/FCPC-CURSO SOBRE TERAPIA COMUNITARIA SISTEMICA INTEGRATIVA
660,2242 - CT - ACHE/UFC/FCPC - ARTROLIVE
661,"2243 - CV - BNB/FCPC - HISTÓRIA, ORGANIZAÇÃO E TITULAÇÃO DOS ASSENTAMENTOS DO CEARÁ"
662,"2243 - CV. BNB/FCPC - HISTÓRIA, ORGANIZAÇÃO E TITULAÇÃO DOS ASSENTAMENTOS DO CEARÁ"
663,2244 - CT -  ROCHE/UFC/FCPC - ESTUDO CLINICO C.E.R.A
664,2246 - CV - FINEP/FCPC-HEPERT.ARTERIAL RESIST.E SIND. DA APNEIA OBST.DO SONO
665,2247 - CT -  BIO-RIO/FCPC-PREST.SERVICOS AUMENTO DA CAP.RODOVIA BR-222/CE
666,2248 - CV -  BNB/FCPC - PROJETO DIGITALIZACAO DE ACERVO BIBLIOGRAFICO
667,2249 - CARTA ACORDO OPAS/FCPC-REVALIDACAO DE DIPLONAS DE GRAD. EM MEDICINA
668,2251 - CV - BNB/UFC/FCPC - PORTAL DO MICROCREDITO DO NORDESTE
669,2252 - CT - SSPDS/FCPC - ACOES DE PREVENCAO E COMBATE DA CRIMINALIDADE NO CEARA
670,2253 - CV -  TELEMATICA/FCPC - PT 05 SISTEMAS INTELIGENTES
671,2254 - CV -  BEMATECH/UFC/FCPC - TERMO ADITIVO 03
672,2254 - CV - BEMATECH/UFC/FCPC - TERMO ADITIVO 03
673,2255 - CV -  IPM/FCPC - PREST.SERV.CREDENCIAMENTO DE PROFESSIONAIS E ENTIDADES
674,2256 - CARTA ACORDO OPAS/FCPC-III CONG.BRAS.SOBRE USO DE MEDICAMENTOS
675,2259 - CARTA FCPC/III CONGRESSO BRASILEIRO SOB. USO RACIONAL DE MEDICAMENTOS
676,2260 - CV - FLEXTRONICS/UFC/FCPC - PROJETO SLIP
677,2261 - CV -  SAMSUNG/UFC/FCPC - PLANO DE TRABALHO N° 10
678,2262 - PATROCINIO BNB/FCPC - CHORINHO NA CASA DO ZE
679,2264 - CV -  FLEXTRONICS/UFC/FCPC - PT 07-PC DIAGNOSIS SP
680,2265 - CV - FLEXTRONICS/UFC/FCPC - PT 08 - PC DIAGNOSIS
681,2266 - CARTA LG/FCPC - OUTROS CORRELATOS
682,2268 - CV -  BNB/FCPC- VII ENCONTRO ESTADUAL DE JOVENS DO MST
683,2269 - CV - FLEXTRONICS/UFC/FCPC - PLANO DE TRABALHO N° 09
684,2270 - CV - FLEXTRONICS/UFC/FCPC - PLANO DE TRABALHO N° 10
685,2272 - CT - UFC/FCPC - CURSO DE PSICOLOGIA HOSPITALAR TURMA III
686,2273 - CV - UFC/FCPC-SEDH/PR-COMPLEMENTACAO DA EXPANSAO PAIR
687,2274 - CV - FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS
688,2275
689,2275 - TAXA 2040 - PT 04
690,2277 - CV -  FLEXTRONICS/UFC/FCPC - PLANO DE TRABALHO 11
691,2277 - CV - FLEXTRONICS/UFC/FCPC - PLANO DE TRABALHO 11
692,2279
693,2279 - CV - CAGECE/FCPC - TRATAMENTO DE ÁGUA
694,2280
695,2280 - CV - CAGECE/FCPC - UTILIZAÇÃO DE DUPLA FILTRAÇÃO
696,2284 - CV - BNB/FUNDECI/FCPC - OVINOTEC - TECNOLOGIAS INTEGRADAS
697,2285
698,2286 - CV -  SDE/PMF/FCPC - COZINHA POPULAR DE FORTALEZA
699,2287
700,2287 - CT - UFC/FCPC - ASPECTOS TOMOGRÁFICOS DA CIRURGIA DE MASTOIDE
701,2288 - CT - UFC/FCPC - CIRURGIA VASCULAR E ANGIOLOGIA NO HUWC
702,2289
703,2289 - CT - UFC/FCPC - PACIENTES SUBMETIDOS A GASTROPLASTIA
704,2290
705,2290 - CT - UFC/FCPC - PERFIL DA LEUCEMIA LINFOIDE CRONICA
706,2291 - CT - UFC/FCPC - PERFIL DOS PACIENTES PORTADORES DE DOENCA CELIACA
707,2292
708,2292 - CT - UFC/FCPC - PACIENTES SUBMETIDOS A TRANSPLANTE DE FIGADO
709,2293 - CT - UFC/FCPC - CARACTERIZAÇÃO AUDIOLOGICA DE IDOSOS
710,2294 - CT - ROCHE/UFC/FCPC - EMERGE 3
711,2295 - CT - NOVARTIS/UFC/FCPC/ PROTOCOLO CRAD001C2324
712,2296
713,2296 - CV - 35/2009 - SEDUC/FCPC - CONFERENCIA ESTADUAL DE EDUCAÇÃO
714,2297 - CT -  UFC/FCPC - PROINFANTIL
715,2297 - CT - UFC/FCPC - PROINFANTIL
716,2299 - CV -  BNB/FCPC - A CRISE DO SISTEMA FINANCEIRO INTERNACIONAL
717,2300 - CV - BNB/FCPC - MANEJO AGROECOLÓGICO DE MOSCAS DAS FRUTAS EM POMARES COMERCIAIS DE GOIABA EM CONDIÇÕES SEMI-ÁRIDAS DO CARIRI CEARENSE
718,2301 - CV -  BNB/FCPC - APOIO A CULTURA SOCIAL E DIGITAL NO ASSENTAMENTO MACEIO
719,2301 - CV - BNB/FCPC - APOIO A CULTURA SOCIAL E DIGITAL NO ASSENTAMENTO MACEIO
720,2302 - CV - BNB/FCPC - CURSO DE ESPECIALIZAÇÃO EM GESTÃO SOCIAL
721,2302 - CV. BNB/FCPC - CURSO DE ESPECIALIZAÇÃO EM GESTÃO SOCIAL
722,2305 - ACORDO DA CONCESSAO DO PROJETO NEURONANO
723,2306 - CT -  IABS/FCPC/CONSULTORIA P/A REALIZACAO DE CURSOS DE QUALIFI
724,2307 - CT -  NOVARTIS/UFC/FCPC - ENSAIO CLINICO CERL080ABR03
725,2308 - CT -  NOVARTIS/UFC/FCPC - ESTUDO CSOM230C2305
726,2308 - CT - NOVARTIS/UFC/FCPC - ESTUDO CSOM230C2305
727,2309
728,2309 - CV - Nº 50/2009 - ESPORTE/FCPC - VILA OLIMPICA DO CANINDEZINHO
729,2310
730,2310 - CV - Nº 49/2009 - ESPORTE/FCPC - VILA OLIMPICA DE SÃO BENEDITO
731,2311 - CARTA INCRA/FCPC/CURSO DE MEDIACAO DE CONFLITOS
732,2312
733,2312 - CT - UFC/FCPC - PORTAIS EDUCACIONAIS
734,2313 - CV - BNB/FCPC - SEMINARIOS INTERNACIONAIS
735,2315 - TERMO DE QUITACAO PETROBRAS/FCPC-MONITORAMENTO AMBIENTAL
736,2316 - CARTA ACORDO OPAS/FCPC-PRO-SAUDE ENFERMAGEM - FASE II
737,2317 - CV -  SECULT/FCPC - ENCONTRO INTERNACIONAL DE IMAGEM CONTEMPORANEA
738,2318 - CV - SME/FCPC-UFC-INFORMATICA EDUCATIVA
739,2319 - CV -  MINC/FCPC-ABRACOS 50 ANOS DO CORAL DA UFC
740,2319 - CV - MINC/FCPC-ABRACOS 50 ANOS DO CORAL DA UFC
741,2321 - CT - COELCE/FCPC - PROJETO ENERGIA SOCIAL
742,2322 - CV -  JABIL/UFC/FCPC - TERMO ADITIVO 12
743,2322 - CV - JABIL/UFC/FCPC - TERMO ADITIVO 12
744,2323 - CT -  TJ/FCPC - EDITORA DO TRIBUNAL DE JUSTICA DO CEARA
745,2323 - CT - TJ/FCPC - EDITORA DO TRIBUNAL DE JUSTICA DO CEARA
746,2325 - CT -  GAIA/FCPC - DESENVOLVIMENTO DE SOFTWARE
747,2325 - CT - GAIA/FCPC - DESENVOLVIMENTO DE SOFTWARE
748,2327 - CARTA ACORDO OPAS/FCPC-PRO-SAUDE - MEDICINA
749,2328 - CT -  UFC/FCPC - CASA DE CULTURA - TESTE DE NIVEL 2009.2
